Invoice ID,Rama,Distrito,Cliente,Genero,Línea de Producto,Precio unitario,Cantidad,Precio Base,IGV,Total,Fecha,Hora,Método de Pago,Rating
515-26-2947,D,San Isidro,Normal,Masculino,Deportes y viajes,26.33,3,78.99,14.22,93.21,1/06/2023,08:39,Efectivo,8.7
515-33-9179,A,Miraflores,Miembro,Masculino,Salud y belleza,51.28,4,205.12,36.92,242.04,25/05/2023,22:20,Tarjeta bancaria,6.3
515-48-8972,C,Surquillo,Normal,Femenino,Ropa y calzados,89.27,5,446.35,80.34,526.69,20/10/2022,22:01,Efectivo,6.6
515-50-4610,B,San Isidro,Miembro,Femenino,Salud y belleza,27.2,3,81.6,14.69,96.29,28/02/2023,13:05,Efectivo,5.1
515-53-4720,D,San Isidro,Normal,Femenino,Accesorios electrónicos,57.6,8,460.8,82.94,543.74,26/10/2021,21:40,Efectivo,7.1
515-56-4131,B,San Borja,Normal,Masculino,Hogar y estilo de vida,76.96,2,153.92,27.71,181.63,1/03/2022,20:48,Efectivo,7.6
515-61-5648,C,Surco,Normal,Masculino,Accesorios electrónicos,82.95,10,829.5,149.31,978.81,24/05/2023,09:57,Efectivo,9
515-67-7399,D,San Borja,Normal,Femenino,Comidas y bebidas,53.57,4,214.28,38.57,252.85,21/04/2021,16:00,Efectivo,9.5
515-70-9999,C,Surquillo,Normal,Femenino,Comidas y bebidas,28.91,5,144.55,26.02,170.57,29/04/2023,08:23,Billetera digital,8.9
515-72-8037,A,Miraflores,Normal,Masculino,Comidas y bebidas,63.91,6,383.46,69.02,452.48,22/04/2022,09:44,Tarjeta bancaria,4.5
515-78-4314,D,Surco,Normal,Masculino,Deportes y viajes,70.24,9,632.16,113.79,745.95,14/04/2022,21:19,Billetera digital,6.4
515-80-2239,A,San Borja,Miembro,Masculino,Accesorios electrónicos,86.96,7,608.72,109.57,718.29,10/05/2023,18:23,Billetera digital,4.8
515-86-2239,B,Surquillo,Normal,Femenino,Accesorios de moda,74.87,2,149.74,26.95,176.69,23/04/2021,14:26,Efectivo,4.2
515-87-6679,C,Surco,Miembro,Femenino,Juguetes y arte,69.25,6,415.5,74.79,490.29,29/09/2022,11:27,Efectivo,8
515-89-5275,C,Surco,Normal,Masculino,Ropa y calzados,16.63,5,83.15,14.97,98.12,3/07/2023,15:19,Tarjeta bancaria,5.6
515-90-1265,B,Surquillo,Normal,Masculino,Deportes y viajes,54.69,9,492.21,88.6,580.81,27/07/2022,13:27,Billetera digital,9.3
515-95-8309,A,Surquillo,Miembro,Masculino,Hogar y estilo de vida,47.98,7,335.86,60.45,396.31,3/06/2022,21:03,Efectivo,6.6
515-98-1986,A,San Borja,Normal,Femenino,Salud y belleza,41.2,7,288.4,51.91,340.31,5/07/2023,22:49,Efectivo,8.9
515-98-2893,B,Miraflores,Normal,Masculino,Accesorios electrónicos,41.88,2,83.76,15.08,98.84,24/08/2021,10:55,Tarjeta bancaria,8.1
515-98-5454,D,Surco,Normal,Femenino,Hogar y estilo de vida,78.54,5,392.7,70.69,463.39,22/06/2023,19:11,Efectivo,6
516-10-4308,D,Surquillo,Normal,Femenino,Accesorios de moda,44.48,8,355.84,64.05,419.89,28/01/2021,11:47,Efectivo,6
516-13-8406,A,San Borja,Miembro,Masculino,Comidas y bebidas,28.55,6,171.3,30.83,202.13,27/02/2021,10:25,Tarjeta bancaria,5.8
516-15-5842,A,Surquillo,Normal,Masculino,Deportes y viajes,45.51,8,364.08,65.53,429.61,22/04/2023,15:33,Billetera digital,9.9
516-17-4783,A,Miraflores,Miembro,Masculino,Accesorios electrónicos,53.04,7,371.28,66.83,438.11,21/07/2023,17:13,Billetera digital,5.4
516-19-3994,D,San Borja,Normal,Femenino,Deportes y viajes,55.14,6,330.84,59.55,390.39,22/05/2021,17:47,Efectivo,6.4
516-21-3115,A,Miraflores,Miembro,Masculino,Juguetes y arte,78.3,2,156.6,28.19,184.79,15/07/2023,18:15,Efectivo,4.7
516-31-3878,B,San Borja,Normal,Femenino,Comidas y bebidas,52.4,1,52.4,9.43,61.83,27/05/2022,09:25,Efectivo,5.3
516-33-5674,B,Surco,Normal,Femenino,Comidas y bebidas,84.39,4,337.56,60.76,398.32,17/09/2021,08:07,Billetera digital,5.2
516-40-1028,C,Miraflores,Miembro,Masculino,Ropa y calzados,36.91,10,369.1,66.44,435.54,7/07/2023,12:18,Efectivo,8.3
516-40-9278,C,San Borja,Normal,Masculino,Accesorios de moda,22.05,1,22.05,3.97,26.02,16/05/2023,13:49,Billetera digital,5
516-41-1474,A,San Borja,Miembro,Femenino,Hogar y estilo de vida,31.15,8,249.2,44.86,294.06,31/08/2022,15:57,Efectivo,6.5
516-42-1728,B,Miraflores,Miembro,Masculino,Salud y belleza,59.68,1,59.68,10.74,70.42,22/05/2021,22:16,Tarjeta bancaria,5.4
516-43-6904,D,Miraflores,Normal,Femenino,Comidas y bebidas,81.71,9,735.39,132.37,867.76,20/02/2022,14:23,Efectivo,7.1
516-44-8920,A,Surquillo,Normal,Femenino,Deportes y viajes,20.75,2,41.5,7.47,48.97,7/06/2023,16:24,Efectivo,5.5
516-45-7970,C,San Borja,Miembro,Masculino,Accesorios electrónicos,52.74,6,316.44,56.96,373.4,6/04/2021,12:06,Efectivo,7
516-46-4397,A,San Isidro,Normal,Masculino,Salud y belleza,39.4,3,118.2,21.28,139.48,29/11/2023,15:42,Efectivo,6.7
516-48-1648,A,San Isidro,Miembro,Masculino,Salud y belleza,73.77,4,295.08,53.11,348.19,20/05/2022,09:34,Billetera digital,9.3
516-50-4747,D,San Isidro,Miembro,Femenino,Salud y belleza,12.96,8,103.68,18.66,122.34,15/07/2023,13:56,Tarjeta bancaria,4.5
516-54-4274,D,San Borja,Miembro,Masculino,Accesorios electrónicos,25.74,3,77.22,13.9,91.12,17/03/2022,17:52,Tarjeta bancaria,4.4
516-58-1693,B,Miraflores,Miembro,Masculino,Comidas y bebidas,14.16,9,127.44,22.94,150.38,21/07/2021,18:21,Efectivo,8
516-61-6663,A,Surco,Normal,Masculino,Comidas y bebidas,82.42,10,824.2,148.36,972.56,2/12/2023,13:16,Billetera digital,6.2
516-63-2087,D,San Borja,Miembro,Masculino,Comidas y bebidas,59.1,7,413.7,74.47,488.17,22/07/2022,10:21,Tarjeta bancaria,7.5
516-71-5856,A,San Borja,Normal,Masculino,Deportes y viajes,53.97,6,323.82,58.29,382.11,31/12/2023,10:56,Efectivo,9.2
516-75-8870,A,Surquillo,Miembro,Masculino,Ropa y calzados,30.96,8,247.68,44.58,292.26,1/09/2022,14:58,Efectivo,9.9
516-78-6602,C,Surco,Normal,Masculino,Juguetes y arte,74.04,10,740.4,133.27,873.67,9/07/2023,22:51,Billetera digital,9.7
516-79-2153,D,Surco,Miembro,Masculino,Comidas y bebidas,33.65,9,302.85,54.51,357.36,28/04/2023,12:05,Efectivo,7.5
516-90-9356,A,Surquillo,Normal,Masculino,Deportes y viajes,13.9,10,139,25.02,164.02,13/02/2021,15:53,Efectivo,8.6
516-92-7987,B,San Borja,Normal,Masculino,Salud y belleza,21.7,1,21.7,3.91,25.61,24/01/2023,17:45,Efectivo,5.4
516-92-8217,A,San Isidro,Miembro,Masculino,Deportes y viajes,40.61,3,121.83,21.93,143.76,26/02/2022,12:38,Efectivo,5.3
516-94-5136,B,Miraflores,Miembro,Masculino,Deportes y viajes,37.09,4,148.36,26.7,175.06,29/10/2022,09:30,Efectivo,4
517-11-9870,B,Surquillo,Miembro,Masculino,Ropa y calzados,77.67,4,310.68,55.92,366.6,24/04/2021,17:50,Efectivo,9.9
517-12-4450,B,Surquillo,Miembro,Femenino,Accesorios de moda,68.65,4,274.6,49.43,324.03,2/04/2023,12:28,Tarjeta bancaria,7.1
517-12-5743,C,Miraflores,Miembro,Masculino,Accesorios electrónicos,77.67,9,699.03,125.83,824.86,7/10/2023,22:24,Billetera digital,9.2
517-14-1234,C,Surco,Miembro,Femenino,Salud y belleza,21.5,10,215,38.7,253.7,11/04/2021,22:57,Tarjeta bancaria,4.2
517-17-4279,B,Miraflores,Normal,Femenino,Salud y belleza,87.75,3,263.25,47.39,310.64,1/02/2022,20:16,Tarjeta bancaria,9.4
517-19-5600,B,Miraflores,Normal,Masculino,Salud y belleza,79.22,5,396.1,71.3,467.4,30/04/2022,18:48,Tarjeta bancaria,4.9
517-26-6408,D,San Borja,Normal,Femenino,Hogar y estilo de vida,69.45,7,486.15,87.51,573.66,2/12/2023,09:31,Billetera digital,7.6
517-27-9023,C,San Borja,Miembro,Masculino,Accesorios de moda,68.34,4,273.36,49.2,322.56,1/12/2021,17:30,Tarjeta bancaria,6
517-28-7500,A,San Borja,Normal,Femenino,Deportes y viajes,50.02,7,350.14,63.03,413.17,13/11/2022,13:07,Billetera digital,10
517-32-2751,C,San Isidro,Miembro,Masculino,Accesorios electrónicos,56.21,7,393.47,70.82,464.29,5/05/2021,11:24,Efectivo,8.5
517-34-7967,A,San Borja,Normal,Masculino,Juguetes y arte,19.26,5,96.3,17.33,113.63,24/09/2021,20:52,Billetera digital,4.8
517-36-9740,D,Surquillo,Normal,Femenino,Deportes y viajes,79.82,8,638.56,114.94,753.5,20/08/2021,12:34,Efectivo,6.7
517-37-2312,D,Surquillo,Miembro,Femenino,Hogar y estilo de vida,54.73,4,218.92,39.41,258.33,27/11/2021,17:58,Efectivo,6.3
517-39-8968,C,San Borja,Miembro,Masculino,Comidas y bebidas,38.37,5,191.85,34.53,226.38,8/06/2022,17:17,Tarjeta bancaria,9.7
517-40-1674,A,San Isidro,Normal,Femenino,Deportes y viajes,71.18,3,213.54,38.44,251.98,19/08/2023,21:56,Efectivo,6.3
517-40-8270,B,Miraflores,Normal,Masculino,Ropa y calzados,34.9,8,279.2,50.26,329.46,23/04/2021,17:21,Efectivo,8.8
517-42-6142,C,Miraflores,Normal,Masculino,Accesorios electrónicos,22.55,5,112.75,20.3,133.05,3/11/2021,18:59,Efectivo,7.3
517-45-4910,C,Surco,Miembro,Femenino,Deportes y viajes,66.66,5,333.3,59.99,393.29,20/09/2022,11:53,Billetera digital,6.6
517-45-5012,B,San Isidro,Normal,Masculino,Deportes y viajes,24.05,8,192.4,34.63,227.03,24/12/2023,19:30,Efectivo,5.6
517-47-9526,A,San Borja,Miembro,Masculino,Ropa y calzados,70.77,4,283.08,50.95,334.03,5/02/2023,22:28,Billetera digital,9.8
517-51-2183,A,Miraflores,Miembro,Masculino,Accesorios electrónicos,86.73,4,346.92,62.45,409.37,2/07/2023,08:33,Tarjeta bancaria,8
517-51-7047,A,San Isidro,Normal,Masculino,Hogar y estilo de vida,21.09,6,126.54,22.78,149.32,2/09/2022,21:25,Tarjeta bancaria,9
517-52-5352,D,Surco,Normal,Femenino,Comidas y bebidas,63.53,4,254.12,45.74,299.86,25/09/2023,12:56,Efectivo,4.2
517-52-6235,B,San Borja,Miembro,Masculino,Juguetes y arte,17.15,8,137.2,24.7,161.9,4/01/2021,20:54,Tarjeta bancaria,9.6
517-54-9145,C,San Borja,Normal,Femenino,Salud y belleza,61.28,1,61.28,11.03,72.31,30/05/2023,17:04,Efectivo,7.6
517-58-4109,C,San Isidro,Miembro,Masculino,Deportes y viajes,39.92,9,359.28,64.67,423.95,23/02/2023,14:16,Efectivo,7.6
517-62-1153,B,San Isidro,Normal,Masculino,Ropa y calzados,56.49,6,338.94,61.01,399.95,2/12/2021,19:29,Billetera digital,6.5
517-63-9107,D,San Isidro,Normal,Masculino,Deportes y viajes,53.98,5,269.9,48.58,318.48,24/07/2021,15:51,Billetera digital,9.2
517-67-4278,A,San Borja,Normal,Femenino,Hogar y estilo de vida,41.95,1,41.95,7.55,49.5,19/05/2021,15:00,Efectivo,7.5
517-69-2542,A,San Isidro,Miembro,Masculino,Accesorios electrónicos,88.77,7,621.39,111.85,733.24,26/06/2022,14:18,Tarjeta bancaria,6.9
517-71-3020,A,San Isidro,Normal,Masculino,Comidas y bebidas,47.87,8,382.96,68.93,451.89,26/02/2021,12:25,Efectivo,9.8
517-71-8137,D,Miraflores,Normal,Femenino,Comidas y bebidas,58.24,7,407.68,73.38,481.06,30/03/2021,20:10,Efectivo,8.5
517-73-2530,A,Surquillo,Normal,Femenino,Comidas y bebidas,84.15,4,336.6,60.59,397.19,8/10/2023,18:31,Efectivo,8.4
517-74-6722,B,Miraflores,Miembro,Masculino,Comidas y bebidas,50.53,8,404.24,72.76,477,12/12/2022,17:26,Billetera digital,8.5
517-75-6368,A,San Isidro,Miembro,Femenino,Comidas y bebidas,34.17,4,136.68,24.6,161.28,18/07/2022,19:58,Billetera digital,8.3
517-83-4086,D,San Borja,Normal,Masculino,Deportes y viajes,47.61,3,142.83,25.71,168.54,7/04/2023,22:37,Billetera digital,5.7
517-85-2998,C,San Isidro,Normal,Masculino,Comidas y bebidas,32.73,2,65.46,11.78,77.24,27/09/2023,12:40,Tarjeta bancaria,4.2
517-86-8812,D,Surquillo,Miembro,Masculino,Comidas y bebidas,32.88,4,131.52,23.67,155.19,18/05/2022,16:28,Tarjeta bancaria,6.6
517-90-4443,A,Surquillo,Normal,Masculino,Comidas y bebidas,34.11,5,170.55,30.7,201.25,12/12/2021,13:40,Billetera digital,8.3
517-96-7038,C,Miraflores,Miembro,Femenino,Juguetes y arte,21.23,8,169.84,30.57,200.41,18/02/2023,16:07,Efectivo,6.1
517-97-4911,C,San Borja,Miembro,Masculino,Deportes y viajes,16.01,10,160.1,28.82,188.92,10/05/2023,18:32,Tarjeta bancaria,8.5
517-99-8921,B,San Borja,Miembro,Masculino,Salud y belleza,21.84,10,218.4,39.31,257.71,7/07/2022,13:36,Tarjeta bancaria,6.2
518-12-3459,A,Miraflores,Normal,Femenino,Hogar y estilo de vida,79.54,6,477.24,85.9,563.14,5/10/2021,12:21,Efectivo,5.4
518-12-3664,B,San Isidro,Normal,Masculino,Ropa y calzados,23.87,8,190.96,34.37,225.33,3/12/2023,19:02,Efectivo,5.8
518-13-1722,C,San Isidro,Miembro,Masculino,Comidas y bebidas,45.87,10,458.7,82.57,541.27,25/12/2022,16:40,Efectivo,4.5
518-13-8845,C,San Isidro,Miembro,Masculino,Comidas y bebidas,73.23,3,219.69,39.54,259.23,19/12/2023,21:43,Tarjeta bancaria,4.4
518-15-1477,A,Miraflores,Miembro,Masculino,Accesorios de moda,34.91,8,279.28,50.27,329.55,27/04/2021,10:35,Efectivo,8.5
518-18-1028,D,San Borja,Miembro,Masculino,Salud y belleza,47.87,10,478.7,86.17,564.87,9/04/2022,22:11,Billetera digital,7.5
518-22-4783,A,San Borja,Miembro,Masculino,Deportes y viajes,75.32,3,225.96,40.67,266.63,16/07/2022,11:42,Tarjeta bancaria,4.3
518-26-7532,B,Miraflores,Normal,Femenino,Salud y belleza,11.61,6,69.66,12.54,82.2,10/01/2021,09:24,Efectivo,8.3
518-33-5214,A,Miraflores,Normal,Masculino,Deportes y viajes,77.78,4,311.12,56,367.12,4/05/2022,13:55,Efectivo,9.3
518-34-5406,C,Surco,Normal,Femenino,Salud y belleza,30.94,3,92.82,16.71,109.53,16/10/2023,20:12,Efectivo,9.9
518-36-1388,D,Surquillo,Normal,Femenino,Accesorios de moda,53.79,1,53.79,9.68,63.47,22/06/2021,17:58,Efectivo,8.9
518-41-4540,D,San Isidro,Normal,Femenino,Comidas y bebidas,73.07,9,657.63,118.37,776,17/09/2023,09:22,Tarjeta bancaria,5.7
518-41-6957,B,San Borja,Normal,Masculino,Comidas y bebidas,18.96,3,56.88,10.24,67.12,14/10/2023,21:28,Billetera digital,5.4
518-42-9719,D,San Borja,Miembro,Femenino,Accesorios electrónicos,82.7,9,744.3,133.97,878.27,21/04/2021,08:35,Billetera digital,5.1
518-45-8630,B,Surquillo,Normal,Femenino,Accesorios de moda,81.06,7,567.42,102.14,669.56,28/10/2022,16:35,Efectivo,4.4
518-48-3520,B,San Isidro,Normal,Masculino,Comidas y bebidas,17.73,9,159.57,28.72,188.29,15/10/2023,22:00,Tarjeta bancaria,7.9
518-54-3383,A,San Borja,Normal,Femenino,Hogar y estilo de vida,24.22,2,48.44,8.72,57.16,2/05/2021,11:01,Efectivo,6.3
518-54-6921,A,San Borja,Normal,Femenino,Comidas y bebidas,57.86,5,289.3,52.07,341.37,24/07/2023,21:19,Efectivo,8
518-55-9790,B,Surco,Miembro,Femenino,Salud y belleza,84.23,8,673.84,121.29,795.13,8/12/2023,12:14,Efectivo,6.1
518-58-9758,C,Miraflores,Normal,Masculino,Salud y belleza,11.94,3,35.82,6.45,42.27,29/07/2023,21:26,Efectivo,7.1
518-59-9493,A,Surquillo,Normal,Femenino,Comidas y bebidas,47.59,7,333.13,59.96,393.09,17/02/2021,12:52,Efectivo,7.7
518-67-2497,C,San Borja,Miembro,Femenino,Hogar y estilo de vida,38.23,2,76.46,13.76,90.22,20/04/2023,18:02,Billetera digital,9.4
518-69-3347,C,San Borja,Normal,Masculino,Salud y belleza,31.19,4,124.76,22.46,147.22,27/07/2022,15:47,Tarjeta bancaria,4.7
518-72-6756,A,San Borja,Miembro,Femenino,Accesorios de moda,85.32,7,597.24,107.5,704.74,7/09/2023,08:59,Billetera digital,6.3
518-75-6812,B,San Borja,Normal,Femenino,Comidas y bebidas,10.72,4,42.88,7.72,50.6,25/11/2021,18:58,Efectivo,6.5
518-76-9728,A,Surco,Normal,Masculino,Deportes y viajes,61.91,4,247.64,44.58,292.22,15/12/2023,20:58,Tarjeta bancaria,9.7
518-80-1953,B,San Borja,Normal,Femenino,Accesorios de moda,16.31,4,65.24,11.74,76.98,13/10/2021,22:20,Efectivo,7.3
518-83-3058,C,Surco,Normal,Masculino,Deportes y viajes,48.61,2,97.22,17.5,114.72,26/12/2021,11:10,Billetera digital,5.6
518-84-8217,A,San Isidro,Normal,Masculino,Deportes y viajes,28.63,10,286.3,51.53,337.83,7/12/2021,16:33,Tarjeta bancaria,4.7
518-86-4526,B,San Isidro,Normal,Femenino,Salud y belleza,12.02,10,120.2,21.64,141.84,18/05/2023,16:46,Efectivo,4.6
518-97-5819,C,San Isidro,Normal,Femenino,Salud y belleza,81.95,8,655.6,118.01,773.61,28/08/2023,15:15,Efectivo,8
518-99-2315,D,San Isidro,Miembro,Masculino,Comidas y bebidas,49.23,5,246.15,44.31,290.46,19/09/2022,10:34,Tarjeta bancaria,6.5
518-99-8108,B,San Isidro,Miembro,Masculino,Hogar y estilo de vida,22.41,5,112.05,20.17,132.22,7/02/2023,10:32,Tarjeta bancaria,8
519-11-3674,C,San Isidro,Normal,Femenino,Accesorios de moda,52.85,8,422.8,76.1,498.9,19/03/2021,09:13,Tarjeta bancaria,7.3
519-17-1751,D,San Borja,Normal,Masculino,Comidas y bebidas,21.2,3,63.6,11.45,75.05,1/10/2022,10:07,Tarjeta bancaria,5.5
519-21-4358,D,Surquillo,Normal,Femenino,Hogar y estilo de vida,17.12,1,17.12,3.08,20.2,5/05/2021,21:10,Billetera digital,9.1
519-23-4086,A,Surco,Normal,Masculino,Comidas y bebidas,42.69,3,128.07,23.05,151.12,10/02/2023,12:42,Tarjeta bancaria,6.9
519-27-6810,B,Surco,Normal,Masculino,Deportes y viajes,12.36,4,49.44,8.9,58.34,4/10/2022,20:57,Tarjeta bancaria,5
519-28-6861,A,Surco,Normal,Masculino,Comidas y bebidas,83.93,8,671.44,120.86,792.3,15/05/2021,08:44,Tarjeta bancaria,6.4
519-31-9108,D,Surco,Normal,Masculino,Accesorios electrónicos,67.41,9,606.69,109.2,715.89,22/03/2021,10:30,Efectivo,8
519-35-3887,B,San Isidro,Miembro,Femenino,Deportes y viajes,54.06,5,270.3,48.65,318.95,28/12/2022,21:48,Efectivo,9.5
519-38-6703,A,Surquillo,Miembro,Femenino,Ropa y calzados,68.44,5,342.2,61.6,403.8,25/05/2023,17:02,Billetera digital,7.1
519-42-1684,A,San Borja,Normal,Masculino,Comidas y bebidas,17.02,3,51.06,9.19,60.25,21/12/2022,09:10,Tarjeta bancaria,7.7
519-46-3571,A,Surco,Normal,Femenino,Hogar y estilo de vida,52.75,1,52.75,9.5,62.25,25/09/2022,12:38,Tarjeta bancaria,5.9
519-47-5102,B,San Isidro,Miembro,Femenino,Accesorios de moda,85.07,9,765.63,137.81,903.44,15/03/2021,15:24,Efectivo,4.7
519-49-1206,C,Surquillo,Normal,Femenino,Comidas y bebidas,31.05,1,31.05,5.59,36.64,17/01/2022,08:24,Efectivo,4.9
519-50-5330,D,San Isidro,Miembro,Masculino,Deportes y viajes,73.27,7,512.89,92.32,605.21,5/02/2021,15:50,Billetera digital,7.5
519-54-3771,A,Surquillo,Normal,Masculino,Hogar y estilo de vida,18.08,2,36.16,6.51,42.67,1/10/2023,21:28,Tarjeta bancaria,6.7
519-55-2063,B,Surco,Miembro,Masculino,Ropa y calzados,66.2,1,66.2,11.92,78.12,28/04/2022,14:55,Billetera digital,4.9
519-61-4640,B,San Isidro,Normal,Femenino,Hogar y estilo de vida,69.5,6,417,75.06,492.06,11/03/2021,15:15,Efectivo,9.2
519-67-3937,A,San Isidro,Normal,Femenino,Comidas y bebidas,63.26,10,632.6,113.87,746.47,3/08/2022,13:14,Tarjeta bancaria,9.2
519-67-8035,B,San Isidro,Normal,Femenino,Hogar y estilo de vida,80.82,1,80.82,14.55,95.37,31/07/2021,16:26,Tarjeta bancaria,4.5
519-70-9614,A,San Isidro,Miembro,Masculino,Deportes y viajes,54.13,9,487.17,87.69,574.86,12/08/2022,20:13,Tarjeta bancaria,4.5
519-71-9776,D,San Isidro,Miembro,Masculino,Comidas y bebidas,74.01,7,518.07,93.25,611.32,26/06/2021,18:40,Efectivo,6.7
519-72-3554,C,Surco,Miembro,Masculino,Deportes y viajes,41.13,8,329.04,59.23,388.27,12/07/2022,16:26,Billetera digital,8.9
519-73-6356,C,Surco,Miembro,Masculino,Hogar y estilo de vida,68.34,7,478.38,86.11,564.49,29/08/2023,09:08,Tarjeta bancaria,7.6
519-74-1387,C,Miraflores,Normal,Masculino,Comidas y bebidas,67.91,8,543.28,97.79,641.07,25/09/2023,11:09,Tarjeta bancaria,5.4
519-76-9073,D,Surquillo,Miembro,Femenino,Deportes y viajes,32.87,3,98.61,17.75,116.36,20/11/2023,14:36,Billetera digital,4.4
519-78-5358,B,Miraflores,Normal,Masculino,Ropa y calzados,51.51,8,412.08,74.17,486.25,4/08/2022,11:27,Efectivo,8.6
519-84-5778,C,Miraflores,Normal,Femenino,Accesorios de moda,60.01,9,540.09,97.22,637.31,9/02/2023,11:04,Billetera digital,4.5
519-86-5498,D,Surquillo,Normal,Femenino,Comidas y bebidas,33.98,9,305.82,55.05,360.87,4/07/2023,20:48,Billetera digital,5.5
519-93-2273,D,Surco,Miembro,Masculino,Accesorios electrónicos,71.84,6,431.04,77.59,508.63,1/06/2023,15:27,Efectivo,7.8
519-94-8512,D,San Isidro,Miembro,Masculino,Accesorios electrónicos,51.54,10,515.4,92.77,608.17,19/07/2023,18:41,Billetera digital,7.2
519-95-1648,C,Surco,Normal,Femenino,Deportes y viajes,67.76,10,677.6,121.97,799.57,14/10/2021,16:05,Efectivo,8.6
519-98-6282,A,San Isidro,Normal,Masculino,Accesorios electrónicos,32.21,3,96.63,17.39,114.02,4/06/2022,22:52,Billetera digital,8.9
520-20-1957,B,San Borja,Miembro,Masculino,Comidas y bebidas,14.2,8,113.6,20.45,134.05,27/04/2022,21:11,Efectivo,7.3
520-23-1446,C,San Borja,Normal,Masculino,Ropa y calzados,79.44,8,635.52,114.39,749.91,1/02/2021,13:34,Tarjeta bancaria,4.9
520-27-1596,A,Miraflores,Miembro,Masculino,Deportes y viajes,59.71,7,417.97,75.23,493.2,20/01/2021,20:17,Billetera digital,8.2
520-34-6394,B,San Borja,Normal,Masculino,Ropa y calzados,85.94,1,85.94,15.47,101.41,11/12/2021,15:15,Billetera digital,4.8
520-37-2669,C,San Borja,Normal,Femenino,Juguetes y arte,63.4,9,570.6,102.71,673.31,19/12/2022,18:45,Billetera digital,5.8
520-41-1297,D,Surquillo,Miembro,Masculino,Accesorios electrónicos,79.47,7,556.29,100.13,656.42,22/07/2021,08:06,Billetera digital,4.9
520-46-3212,C,Miraflores,Miembro,Femenino,Accesorios de moda,34.26,7,239.82,43.17,282.99,1/01/2021,21:36,Efectivo,8
520-48-9582,C,San Borja,Miembro,Masculino,Accesorios de moda,77.38,10,773.8,139.28,913.08,13/01/2022,18:20,Tarjeta bancaria,9.7
520-50-5847,D,San Borja,Normal,Femenino,Salud y belleza,69.23,7,484.61,87.23,571.84,15/01/2021,12:57,Tarjeta bancaria,5.3
520-50-7804,B,San Isidro,Normal,Masculino,Comidas y bebidas,59.65,4,238.6,42.95,281.55,7/10/2021,11:31,Tarjeta bancaria,4.3
520-52-9709,A,San Isidro,Normal,Femenino,Salud y belleza,53.75,7,376.25,67.73,443.98,8/07/2022,08:17,Tarjeta bancaria,4.2
520-57-6237,D,Miraflores,Normal,Femenino,Salud y belleza,23.85,1,23.85,4.29,28.14,8/08/2023,08:05,Efectivo,8.2
520-59-3071,C,Surquillo,Miembro,Masculino,Accesorios electrónicos,46.58,9,419.22,75.46,494.68,28/04/2022,11:29,Efectivo,9.1
520-60-9569,B,Miraflores,Normal,Masculino,Comidas y bebidas,83.2,4,332.8,59.9,392.7,4/03/2021,10:24,Billetera digital,4.4
520-64-2998,B,Surco,Miembro,Femenino,Ropa y calzados,79.66,6,477.96,86.03,563.99,17/07/2021,15:04,Efectivo,4.2
520-85-3373,B,San Isidro,Normal,Femenino,Hogar y estilo de vida,53.99,3,161.97,29.15,191.12,15/10/2022,20:10,Efectivo,9.3
520-88-3948,A,Surquillo,Normal,Masculino,Comidas y bebidas,52.12,7,364.84,65.67,430.51,14/07/2023,11:37,Efectivo,9.3
520-92-4946,A,San Isidro,Normal,Masculino,Hogar y estilo de vida,46.94,7,328.58,59.14,387.72,10/08/2022,18:25,Billetera digital,6.2
520-94-9569,A,Surquillo,Normal,Femenino,Accesorios de moda,44.45,4,177.8,32,209.8,25/06/2023,08:47,Billetera digital,4.6
520-96-5754,C,San Borja,Miembro,Masculino,Deportes y viajes,73.81,4,295.24,53.14,348.38,28/04/2023,15:52,Billetera digital,5.4
521-10-5062,B,Surco,Normal,Masculino,Comidas y bebidas,15.74,9,141.66,25.5,167.16,12/02/2023,22:07,Efectivo,5.9
521-13-1724,B,San Borja,Normal,Femenino,Hogar y estilo de vida,32.4,2,64.8,11.66,76.46,27/11/2023,17:25,Efectivo,8.3
521-19-9145,A,San Borja,Normal,Masculino,Deportes y viajes,42.89,2,85.78,15.44,101.22,7/07/2021,12:11,Efectivo,8.3
521-20-7412,C,Surco,Miembro,Masculino,Ropa y calzados,53.09,5,265.45,47.78,313.23,5/03/2021,10:36,Tarjeta bancaria,7.1
521-24-2830,C,Surquillo,Normal,Masculino,Ropa y calzados,95.85,6,575.1,103.52,678.62,23/04/2021,17:04,Billetera digital,4.6
521-28-9232,A,Surco,Miembro,Masculino,Ropa y calzados,68.93,7,482.51,86.85,569.36,26/01/2021,12:40,Billetera digital,5.6
521-30-6963,C,Miraflores,Miembro,Masculino,Salud y belleza,84.11,9,756.99,136.26,893.25,21/06/2023,21:17,Billetera digital,7.6
521-30-8005,C,Miraflores,Normal,Masculino,Comidas y bebidas,46.96,1,46.96,8.45,55.41,26/12/2023,14:06,Tarjeta bancaria,7.1
521-38-8575,A,San Borja,Miembro,Masculino,Comidas y bebidas,48.07,6,288.42,51.92,340.34,14/05/2021,21:27,Tarjeta bancaria,5.9
521-49-4715,C,San Isidro,Normal,Masculino,Accesorios electrónicos,90.29,3,270.87,48.76,319.63,29/08/2023,20:35,Billetera digital,6.4
521-51-5672,C,San Borja,Miembro,Femenino,Accesorios de moda,20.58,6,123.48,22.23,145.71,8/10/2023,20:01,Tarjeta bancaria,9
